date,season,home_team,away_team,ESPN_home_wp,ESPN_away_wp,538_home_wp,538_away_wp,model_home_wp,model_away_wp,Outcome,ModelPredOutcome,Accurate?
2018-03-11,2018,ATL,CHI,0.356,0.644,,,,,CHI,NA,False
2018-03-11,2018,MIN,GSW,0.565,0.435,,,,,MIN,NA,False
2018-03-11,2018,NOP,UTA,0.448,0.552,,,,,UTA,NA,False
2018-03-11,2018,DEN,SAC,0.167,0.833,,,,,DEN,NA,False
2018-03-11,2018,DAL,HOU,0.763,0.237,,,,,HOU,NA,False
2018-03-11,2018,BOS,IND,0.226,0.774,,,,,IND,NA,False
2018-03-11,2018,BRK,PHI,0.606,0.394,,,,,PHI,NA,False
2018-03-13,2018,PHI,IND,0.324,0.676,,,,,IND,NA,False
2018-03-13,2018,WAS,MIN,0.406,0.594,,,,,MIN,NA,False
2018-03-13,2018,ATL,OKC,0.654,0.346,,,,,OKC,NA,False
2018-03-13,2018,BRK,TOR,0.773,0.227,,,,,TOR,NA,False
2018-03-13,2018,NYK,DAL,0.441,0.559,,,,,DAL,NA,False
2018-03-14,2018,ORL,MIL,0.557,0.443,,,,,ORL,NA,False
2018-03-15,2018,IND,TOR,0.633,0.367,,,,,TOR,NA,False
2018-03-15,2018,ATL,CHO,0.573,0.427,,,,,CHO,NA,False
2018-03-15,2018,NYK,PHI,0.613,0.387,,,,,PHI,NA,False
2018-03-16,2018,ORL,BOS,0.673,0.327,,,,,BOS,NA,False
2018-03-16,2018,PHI,BRK,0.236,0.764,,,,,PHI,NA,False
2018-03-16,2018,TOR,DAL,0.17,0.83,,,,,TOR,NA,False
2018-03-17,2018,MIL,ATL,0.194,0.806,,,,,MIL,NA,False
2018-03-17,2018,WAS,IND,0.31,0.69,,,,,WAS,NA,False
2018-03-17,2018,NOP,HOU,0.663,0.337,,,,,HOU,NA,False
2018-03-17,2018,BRK,DAL,0.478,0.522,,,,,BRK,NA,False
2018-03-17,2018,NYK,CHO,0.519,0.481,,,,,NYK,NA,False
2018-03-18,2018,TOR,OKC,0.259,0.741,,,,,OKC,NA,False
2018-03-18,2018,NOP,BOS,0.542,0.458,,,,,NOP,NA,False
2018-03-18,2018,MIN,HOU,0.596,0.404,,,,,HOU,NA,False
2018-03-19,2018,CLE,MIL,0.372,0.628,,,,,CLE,NA,False
2018-03-19,2018,IND,LAL,0.376,0.624,,,,,IND,NA,False
2018-03-19,2018,PHI,CHO,0.263,0.737,,,,,PHI,NA,False
2018-03-19,2018,BRK,MEM,0.381,0.619,,,,,BRK,NA,False
2018-03-19,2018,MIA,DEN,0.404,0.596,,,,,MIA,NA,False
2018-03-19,2018,NYK,CHI,0.306,0.694,,,,,NYK,NA,False
2018-03-20,2018,ORL,TOR,0.738,0.262,,,,,TOR,NA,False
2018-03-21,2018,CLE,TOR,0.601,0.399,,,,,CLE,NA,False
2018-03-21,2018,PHI,MEM,0.198,0.802,,,,,PHI,NA,False
2018-03-21,2018,BRK,CHO,0.506,0.494,,,,,CHO,NA,False
2018-03-21,2018,MIA,NYK,0.285,0.715,,,,,MIA,NA,False
2018-03-22,2018,CHO,MEM,0.264,0.736,,,,,CHO,NA,False
2018-03-22,2018,ORL,PHI,0.609,0.391,,,,,PHI,NA,False
2018-03-23,2018,IND,LAC,0.441,0.559,,,,,IND,NA,False
2018-03-23,2018,WAS,DEN,0.384,0.616,,,,,DEN,NA,False
2018-03-23,2018,CLE,PHO,0.152,0.848,,,,,CLE,NA,False
2018-03-23,2018,NYK,MIN,0.649,0.351,,,,,MIN,NA,False
2018-03-23,2018,TOR,BRK,0.101,0.899,,,,,TOR,NA,False
2018-03-24,2018,PHI,MIN,0.39,0.61,,,,,PHI,NA,False
2018-03-24,2018,DET,CHI,0.198,0.802,,,,,DET,NA,False
2018-03-24,2018,ORL,PHO,0.229,0.771,,,,,ORL,NA,False
2018-03-25,2018,BRK,CLE,0.569,0.431,,,,,CLE,NA,False
2018-03-25,2018,MIL,SAS,0.534,0.466,,,,,MIL,NA,False
2018-03-25,2018,IND,MIA,0.412,0.588,,,,,IND,NA,False
2018-03-25,2018,TOR,LAC,0.207,0.793,,,,,LAC,NA,False
2018-03-25,2018,WAS,NYK,0.238,0.762,,,,,NYK,NA,False
2018-03-25,2018,SAC,BOS,0.737,0.263,,,,,BOS,NA,False
2018-03-25,2018,OKC,POR,0.367,0.633,,,,,POR,NA,False
2018-03-26,2018,CHO,NYK,0.276,0.724,,,,,CHO,NA,False
2018-03-26,2018,DET,LAL,0.36,0.64,,,,,DET,NA,False
2018-03-26,2018,PHI,DEN,0.355,0.645,,,,,PHI,NA,False
2018-03-27,2018,WAS,SAS,0.466,0.534,,,,,WAS,NA,False
2018-03-27,2018,TOR,DEN,0.203,0.797,,,,,TOR,NA,False
2018-03-28,2018,CHO,CLE,0.393,0.607,,,,,CLE,NA,False
2018-03-28,2018,ORL,BRK,0.381,0.619,,,,,BRK,NA,False
2018-03-28,2018,PHI,NYK,0.212,0.788,,,,,PHI,NA,False
2018-03-29,2018,DET,WAS,0.458,0.542,,,,,DET,NA,False
2018-03-29,2018,MIA,CHI,0.18,0.82,,,,,MIA,NA,False
2018-03-30,2018,ORL,CHI,0.282,0.718,,,,,CHI,NA,False
2018-03-30,2018,ATL,PHI,0.694,0.306,,,,,PHI,NA,False
2018-03-31,2018,WAS,CHO,0.354,0.646,,,,,WAS,NA,False
2018-03-31,2018,NYK,DET,0.454,0.546,,,,,DET,NA,False
2018-03-31,2018,BOS,TOR,0.496,0.504,,,,,BOS,NA,False
2019-03-02,2019,CLE,DET,0.683,0.317,0.344474207705275,0.6555257922947251,0.5137371038526375,0.4862628961473625,DET,CLE,False
2019-03-03,2019,CHO,POR,0.57,0.43,0.439214694644892,0.560785305355108,0.5046073473224459,0.49539265267755395,POR,CHO,False
2019-03-03,2019,BOS,HOU,0.365,0.635,0.601481510763169,0.398518489236831,0.4832407553815845,0.5167592446184155,HOU,HOU,True
2019-03-03,2019,CHI,ATL,0.389,0.611,0.680355257819014,0.31964474218098604,0.534677628909507,0.465322371090493,ATL,CHI,False
2019-03-03,2019,LAC,NYK,0.178,0.822,0.882869955619712,0.11713004438028796,0.530434977809856,0.46956502219014395,LAC,LAC,True
2019-03-03,2019,CLE,ORL,0.642,0.358,0.348547048401445,0.651452951598555,0.4952735242007225,0.5047264757992775,CLE,ORL,False
2019-03-03,2019,DET,TOR,0.611,0.389,0.440390094847907,0.5596099051520931,0.5256950474239535,0.47430495257604655,DET,DET,True
2019-03-03,2019,WAS,MIN,0.496,0.504,0.592826236232848,0.407173763767152,0.544413118116424,0.455586881883576,WAS,WAS,True
2019-03-09,2019,NYK,SAC,0.595,0.405,0.364288266420911,0.635711733579089,0.4796441332104555,0.5203558667895445,SAC,SAC,True
2019-03-10,2019,DET,CHI,0.193,0.807,0.80560861883127,0.19439138116873,0.499304309415635,0.500695690584365,DET,CHI,False
2019-03-10,2019,MIA,TOR,0.591,0.409,0.294359251089915,0.705640748910085,0.4426796255449575,0.5573203744550425,TOR,TOR,True
2019-03-10,2019,PHI,IND,0.421,0.579,0.710791022474276,0.28920897752572405,0.565895511237138,0.434104488762862,PHI,PHI,True
2019-03-10,2019,ATL,NOP,0.714,0.286,0.522106263308585,0.477893736691415,0.6180531316542925,0.38194686834570746,ATL,ATL,True
2019-03-10,2019,MEM,ORL,0.428,0.572,0.483514221770391,0.5164857782296091,0.4557571108851955,0.5442428891148046,MEM,ORL,False
2019-03-10,2019,DAL,HOU,0.589,0.411,0.269910464365466,0.730089535634534,0.42945523218273296,0.570544767817267,HOU,HOU,True
2019-03-11,2019,CLE,TOR,0.806,0.194,0.122518123291007,0.877481876708993,0.4642590616455035,0.5357409383544965,CLE,TOR,False
2019-03-11,2019,WAS,SAC,0.396,0.604,0.623146235249597,0.376853764750403,0.5095731176247985,0.4904268823752015,WAS,WAS,True
2019-03-11,2019,BRK,DET,0.409,0.591,0.566186187906417,0.43381381209358305,0.4875930939532085,0.5124069060467915,BRK,DET,False
2019-03-12,2019,IND,NYK,0.116,0.884,0.883812449404804,0.11618755059519603,0.499906224702402,0.500093775297598,IND,NYK,False
2019-03-12,2019,PHI,CLE,0.084,0.916,0.96637797864074,0.03362202135925996,0.5251889893203701,0.47481101067963,PHI,PHI,True
2019-03-13,2019,WAS,ORL,0.418,0.582,0.643830327069678,0.356169672930322,0.530915163534839,0.46908483646516097,WAS,WAS,True
2019-03-13,2019,OKC,BRK,0.232,0.768,0.863421761820949,0.13657823817905101,0.5477108809104745,0.4522891190895255,OKC,OKC,True
2019-03-13,2019,MIA,DET,0.396,0.604,0.5495863682321,0.45041363176789995,0.47279318411605004,0.52720681588395,MIA,DET,False
2019-03-13,2019,ATL,MEM,0.561,0.439,0.573878962092142,0.42612103790785805,0.567439481046071,0.432560518953929,ATL,ATL,True
2019-03-14,2019,IND,OKC,0.394,0.606,0.51883645571659,0.48116354428341,0.456418227858295,0.543581772141705,IND,OKC,False
2019-03-14,2019,ORL,CLE,0.235,0.765,0.933208599887038,0.06679140011296203,0.584104299943519,0.415895700056481,ORL,ORL,True
2019-03-14,2019,BOS,SAC,0.196,0.804,0.764589792053685,0.23541020794631495,0.4802948960268425,0.5197051039731575,BOS,SAC,False
2019-03-15,2019,DET,LAL,0.367,0.633,0.813344306945645,0.18665569305435503,0.5901721534728225,0.4098278465271775,DET,DET,True
2019-03-15,2019,PHI,SAC,0.196,0.804,0.809780598043401,0.19021940195659903,0.5028902990217005,0.49710970097829954,PHI,PHI,True
2019-03-15,2019,WAS,CHO,0.452,0.548,0.73859612712825,0.26140387287175004,0.595298063564125,0.40470193643587504,CHO,WAS,False
2019-03-16,2019,BOS,ATL,0.101,0.899,0.871945620459369,0.12805437954063104,0.48647281022968447,0.5135271897703155,BOS,ATL,False
2019-03-16,2019,WAS,MEM,0.423,0.577,0.595680577332705,0.40431942266729504,0.5093402886663525,0.4906597113336475,WAS,WAS,True
2019-03-16,2019,NOP,PHO,0.15,0.85,0.713422028829899,0.286577971170101,0.4317110144149495,0.5682889855850505,PHO,PHO,True
2019-03-17,2019,NYK,LAL,0.632,0.368,0.458403538027929,0.541596461972071,0.5452017690139646,0.4547982309860355,NYK,NYK,True
2019-03-17,2019,MIA,CHO,0.352,0.648,0.702658145685779,0.297341854314221,0.5273290728428894,0.4726709271571105,MIA,MIA,True
2019-03-17,2019,MIL,PHI,0.236,0.764,0.705710220681375,0.294289779318625,0.4708551103406875,0.5291448896593125,PHI,PHI,True
2019-03-17,2019,DET,TOR,0.605,0.395,0.546937342436093,0.45306265756390696,0.5759686712180465,0.4240313287819535,DET,DET,True
2019-03-17,2019,ORL,ATL,0.207,0.793,0.839289254196957,0.160710745803043,0.5231446270984785,0.4768553729015215,ORL,ORL,True
2019-03-17,2019,SAC,CHI,0.224,0.776,0.740124508315749,0.25987549168425095,0.4820622541578745,0.5179377458421255,SAC,CHI,False
2019-03-18,2019,CLE,DET,0.639,0.361,0.189106461691032,0.8108935383089679,0.41405323084551604,0.585946769154484,CLE,DET,False
2019-03-18,2019,WAS,UTA,0.62,0.38,0.348532450465761,0.651467549534239,0.4842662252328805,0.5157337747671196,UTA,UTA,True
2019-03-18,2019,BOS,DEN,0.38,0.62,0.659395385559622,0.34060461444037804,0.5196976927798109,0.480302307220189,DEN,BOS,False
2019-03-18,2019,TOR,NYK,0.087,0.913,0.859428317867992,0.140571682132008,0.473214158933996,0.526785841066004,TOR,NYK,False
2019-03-19,2019,CHO,PHI,0.584,0.416,0.461306634218525,0.538693365781475,0.5226533171092624,0.47734668289073745,PHI,CHO,False
2019-03-19,2019,ATL,HOU,0.75,0.25,0.209620441878867,0.790379558121133,0.4798102209394335,0.5201897790605665,HOU,HOU,True
2019-03-20,2019,CLE,MIL,0.864,0.136,0.235383653336082,0.764616346663918,0.549691826668041,0.450308173331959,CLE,CLE,True
2019-03-20,2019,ORL,NOP,0.46,0.54,0.878759861081837,0.12124013891816299,0.6693799305409185,0.3306200694590815,ORL,ORL,True
2019-03-20,2019,PHI,BOS,0.486,0.514,0.467342857075423,0.532657142924577,0.4766714285377115,0.5233285714622885,PHI,BOS,False
2019-03-20,2019,NYK,UTA,0.798,0.202,0.136698331710886,0.863301668289114,0.467349165855443,0.532650834144557,UTA,UTA,True
2019-03-21,2019,CHO,MIN,0.454,0.546,0.65130179943773,0.34869820056226997,0.552650899718865,0.447349100281135,CHO,CHO,True
2019-03-21,2019,WAS,DEN,0.656,0.344,0.273103336533481,0.726896663466519,0.46455166826674055,0.5354483317332595,DEN,DEN,True
2019-03-21,2019,ATL,UTA,0.751,0.249,0.308362809030586,0.691637190969414,0.529681404515293,0.470318595484707,ATL,ATL,True
2019-03-22,2019,ORL,MEM,0.357,0.643,0.886609834832311,0.11339016516768896,0.6218049174161555,0.3781950825838445,ORL,ORL,True
2019-03-22,2019,CLE,LAC,0.742,0.258,0.257369454401199,0.7426305455988009,0.49968472720059953,0.5003152727994005,LAC,LAC,True
2019-03-22,2019,NYK,DEN,0.775,0.225,0.193713016100906,0.806286983899094,0.484356508050453,0.5156434919495471,DEN,DEN,True
2019-03-22,2019,TOR,OKC,0.328,0.672,0.584365176466801,0.415634823533199,0.4561825882334005,0.5438174117665995,OKC,OKC,True
2019-03-23,2019,CHO,BOS,0.66,0.34,0.356155197421625,0.643844802578375,0.5080775987108125,0.4919224012891875,CHO,CHO,True
2019-03-23,2019,WAS,MIA,0.441,0.559,0.657310061790542,0.34268993820945803,0.549155030895271,0.45084496910472904,MIA,WAS,False
2019-03-23,2019,ATL,PHI,0.745,0.255,0.237825425785018,0.762174574214982,0.491412712892509,0.508587287107491,ATL,PHI,False
2019-03-24,2019,NYK,LAC,0.696,0.304,0.29760953546492,0.70239046453508,0.49680476773245996,0.50319523226754,LAC,LAC,True
2019-03-24,2019,MIL,CLE,0.045,0.955,0.947304281686267,0.05269571831373299,0.4961521408431335,0.5038478591568665,MIL,CLE,False
2019-03-24,2019,IND,DEN,0.425,0.575,0.427691267641651,0.572308732358349,0.42634563382082546,0.5736543661791744,IND,DEN,False
2019-03-24,2019,TOR,CHO,0.177,0.823,0.860583911313009,0.13941608868699096,0.5187919556565045,0.48120804434349546,CHO,TOR,False
2019-03-24,2019,NOP,HOU,0.482,0.518,0.124609158950923,0.8753908410490769,0.3033045794754615,0.6966954205245385,HOU,HOU,True
2019-03-24,2019,BOS,SAS,0.337,0.663,0.763600184309629,0.23639981569037105,0.5503000921548145,0.44969990784518554,SAS,BOS,False
2019-03-25,2019,ORL,PHI,0.519,0.481,0.408686162476505,0.591313837523495,0.4638430812382525,0.5361569187617474,ORL,PHI,False
2019-03-26,2019,CHO,SAS,0.529,0.471,0.512230141335517,0.48776985866448297,0.5206150706677586,0.47938492933224147,CHO,CHO,True
2019-03-26,2019,CLE,BOS,0.804,0.196,0.444038103271628,0.5559618967283719,0.6240190516358141,0.37598094836418594,BOS,CLE,False
2019-03-26,2019,MIA,ORL,0.331,0.669,0.601679622690537,0.398320377309463,0.4663398113452685,0.5336601886547315,ORL,ORL,True
2019-03-26,2019,TOR,CHI,0.102,0.898,0.97002099474167,0.02997900525832997,0.5360104973708351,0.463989502629165,TOR,TOR,True
2019-03-28,2019,DET,ORL,0.367,0.633,0.63608389186291,0.36391610813708997,0.501541945931455,0.498458054068545,DET,DET,True
2019-03-28,2019,PHI,BRK,0.248,0.752,0.850016406620364,0.14998359337963596,0.549008203310182,0.450991796689818,PHI,PHI,True
2019-03-28,2019,MIA,DAL,0.363,0.637,0.609713987846015,0.39028601215398495,0.4863569939230075,0.5136430060769925,MIA,DAL,False
2019-03-28,2019,NYK,TOR,0.785,0.215,0.223503189860588,0.776496810139412,0.504251594930294,0.49574840506970597,TOR,NYK,False
2019-03-29,2019,BOS,IND,0.321,0.679,0.682484963678787,0.31751503632121303,0.5017424818393935,0.49825751816060654,BOS,BOS,True
2019-03-29,2019,ATL,POR,0.688,0.312,0.432947967250672,0.567052032749328,0.560473983625336,0.43952601637466404,POR,ATL,False
2019-03-30,2019,LAC,CLE,0.143,0.857,0.795541434234818,0.20445856576518195,0.46927071711740903,0.5307292828825909,LAC,CLE,False
2019-03-30,2019,BRK,BOS,0.569,0.431,0.435799558838895,0.564200441161105,0.5023997794194475,0.49760022058055253,BRK,BRK,True
2019-03-30,2019,HOU,SAC,0.215,0.785,0.892341271733638,0.10765872826636202,0.553670635866819,0.44632936413318103,HOU,HOU,True
2019-03-30,2019,DET,POR,0.493,0.507,0.702810931525575,0.29718906847442506,0.5979054657627875,0.40209453423721253,DET,DET,True
2019-03-30,2019,IND,ORL,0.291,0.709,0.596415709294292,0.403584290705708,0.443707854647146,0.556292145352854,ORL,ORL,True
2019-03-30,2019,NYK,MIA,0.677,0.323,0.543444792281379,0.456555207718621,0.6102223961406895,0.3897776038593105,MIA,NYK,False
2019-03-31,2019,ATL,MIL,0.862,0.138,0.197088870656192,0.802911129343808,0.529544435328096,0.470455564671904,ATL,ATL,True
2019-03-31,2019,OKC,DAL,0.277,0.723,0.765081640427727,0.23491835957227303,0.5210408202138634,0.4789591797861365,DAL,OKC,False
2019-03-31,2019,NOP,LAL,0.349,0.651,0.505402145618086,0.49459785438191395,0.427201072809043,0.572798927190957,LAL,LAL,True
2019-03-31,2019,SAS,SAC,0.238,0.762,0.778862588782691,0.221137411217309,0.5084312943913455,0.4915687056086545,SAC,SAS,False
2020-03-01,2020,CHO,MIL,0.91,0.09,0.205188687784466,0.794811312215534,0.5575943438922331,0.442405656107767,MIL,CHO,False
2020-03-01,2020,MIN,DAL,0.679,0.321,0.332072843322251,0.6679271566777489,0.5055364216611256,0.49446357833887444,DAL,MIN,False
2020-03-01,2020,LAC,PHI,0.33,0.67,0.86876024965587,0.13123975034413005,0.599380124827935,0.40061987517206504,LAC,LAC,True
2020-03-01,2020,DEN,TOR,0.424,0.576,0.737638625874352,0.262361374125648,0.580819312937176,0.41918068706282396,DEN,DEN,True
2020-03-01,2020,SAC,DET,0.348,0.652,0.87404523813081,0.12595476186918997,0.611022619065405,0.388977380934595,SAC,SAC,True
2020-03-07,2020,CHO,HOU,0.795,0.205,0.208218136311766,0.791781863688234,0.501609068155883,0.498390931844117,CHO,CHO,True
2020-03-08,2020,BRK,CHI,0.302,0.698,0.606476685324378,0.39352331467562196,0.454238342662189,0.545761657337811,BRK,CHI,False
2020-03-08,2020,MIN,NOP,0.513,0.487,0.296769019481809,0.703230980518191,0.4048845097409045,0.5951154902590955,NOP,NOP,True
2020-03-08,2020,LAC,LAL,0.395,0.605,0.683951403300136,0.31604859669986396,0.539475701650068,0.46052429834993197,LAL,LAC,False
2020-03-08,2020,BOS,OKC,0.292,0.708,0.68783194683728,0.31216805316272,0.48991597341864,0.51008402658136,OKC,OKC,True
2020-03-08,2020,PHO,MIL,0.789,0.211,0.422456281047563,0.5775437189524371,0.6057281405237815,0.3942718594762185,PHO,PHO,True
2020-03-08,2020,WAS,MIA,0.671,0.329,0.510256056415966,0.48974394358403395,0.590628028207983,0.409371971792017,MIA,WAS,False
2020-03-08,2020,DAL,IND,0.297,0.703,0.74772475973478,0.25227524026521997,0.52236237986739,0.47763762013260996,IND,DAL,False
2020-03-08,2020,HOU,ORL,0.273,0.727,0.798705470678916,0.20129452932108405,0.535852735339458,0.464147264660542,ORL,HOU,False
2020-03-08,2020,CLE,SAS,0.66,0.34,0.524886670660714,0.47511332933928596,0.5924433353303571,0.407556664669643,CLE,CLE,True
2020-03-08,2020,NYK,DET,0.511,0.489,0.714635500090534,0.285364499909466,0.612817750045267,0.387182249954733,NYK,NYK,True
2020-03-09,2020,ATL,CHO,0.347,0.653,0.691513942284306,0.30848605771569404,0.519256971142153,0.48074302885784703,ATL,ATL,True
2020-03-10,2020,IND,BOS,0.521,0.479,0.451371204508263,0.548628795491737,0.48618560225413154,0.5138143977458685,BOS,BOS,True
2020-03-10,2020,WAS,NYK,0.325,0.675,0.81908346404376,0.18091653595624002,0.57204173202188,0.42795826797812003,WAS,WAS,True
2020-03-11,2020,PHI,DET,0.202,0.798,0.924544238332256,0.07545576166774404,0.563272119166128,0.43672788083387204,PHI,PHI,True
2020-03-11,2020,ATL,NYK,0.343,0.657,0.789955073244778,0.21004492675522202,0.566477536622389,0.433522463377611,NYK,ATL,False
2020-03-11,2020,MIA,CHO,0.122,0.878,0.83210707916864,0.16789292083135998,0.47705353958432,0.5229464604156799,CHO,CHO,True
2021-03-13,2021,OKC,NYK,0.501,0.499,0.449425119052428,0.550574880947572,0.475212559526214,0.524787440473786,NYK,NYK,True
2021-03-14,2021,MIN,POR,0.636,0.364,0.506146390484443,0.493853609515557,0.5710731952422214,0.4289268047577785,MIN,MIN,True
2021-03-14,2021,OKC,MEM,0.637,0.363,0.379851255538377,0.6201487444616229,0.5084256277691885,0.49157437223081146,OKC,OKC,True
2021-03-14,2021,GSW,UTA,0.622,0.378,0.319538476477841,0.6804615235221589,0.4707692382389205,0.5292307617610794,GSW,UTA,False
2021-03-14,2021,PHI,SAS,0.359,0.641,0.670138606564208,0.329861393435792,0.5145693032821039,0.485430696717896,PHI,PHI,True
2021-03-14,2021,ORL,MIA,0.729,0.271,0.371585355563483,0.6284146444365171,0.5502926777817415,0.44970732221825854,MIA,ORL,False
2021-03-14,2021,ATL,CLE,0.3,0.7,0.75187236564886,0.24812763435114005,0.52593618282443,0.47406381717557,ATL,ATL,True
2021-03-15,2021,CHO,SAC,0.402,0.598,0.639774971837437,0.36022502816256297,0.5208874859187185,0.47911251408128147,CHO,CHO,True
2021-03-15,2021,WAS,MIL,0.791,0.209,0.242862336533239,0.757137663466761,0.5169311682666196,0.4830688317333805,MIL,WAS,False
2021-03-16,2021,BOS,UTA,0.544,0.456,0.511395558478169,0.488604441521831,0.5276977792390845,0.47230222076091555,UTA,BOS,False
2021-03-17,2021,DET,TOR,0.716,0.284,0.445724436051542,0.554275563948458,0.580862218025771,0.419137781974229,DET,DET,True
2021-03-17,2021,IND,BRK,0.62,0.38,0.480240968073166,0.5197590319268339,0.550120484036583,0.44987951596341696,BRK,IND,False
2021-03-17,2021,PHI,MIL,0.609,0.391,0.422820562529394,0.5771794374706061,0.515910281264697,0.48408971873530304,MIL,PHI,False
2021-03-17,2021,WAS,SAC,0.521,0.479,0.496915655888516,0.5030843441114841,0.508957827944258,0.491042172055742,SAC,WAS,False
2021-03-18,2021,WAS,UTA,0.769,0.231,0.187669930614133,0.812330069385867,0.47833496530706654,0.5216650346929336,WAS,UTA,False
2021-03-18,2021,ATL,OKC,0.384,0.616,0.747997455947607,0.252002544052393,0.5659987279738035,0.4340012720261965,ATL,ATL,True
2021-03-18,2021,NYK,ORL,0.415,0.585,0.644814654064166,0.35518534593583395,0.529907327032083,0.47009267296791696,NYK,NYK,True
2021-03-19,2021,PHO,MIN,0.192,0.808,0.830843724921721,0.16915627507827902,0.5114218624608605,0.48857813753913953,PHO,PHO,True
2021-03-19,2021,BOS,SAC,0.297,0.703,0.766500956321469,0.23349904367853103,0.5317504781607345,0.4682495218392655,SAC,BOS,False
2021-03-19,2021,CLE,SAS,0.649,0.351,0.30510548007924,0.69489451992076,0.47705274003962,0.5229472599603799,SAS,SAS,True
2021-03-20,2021,MEM,GSW,0.632,0.368,0.686165160927341,0.31383483907265897,0.6590825804636705,0.3409174195363295,MEM,MEM,True
2021-03-20,2021,LAL,ATL,0.238,0.762,0.687284525331945,0.31271547466805505,0.46264226266597247,0.5373577373340275,ATL,ATL,True
2021-03-21,2021,MIA,IND,0.373,0.627,0.620183333584901,0.37981666641509904,0.4965916667924505,0.5034083332075495,IND,IND,True
2021-03-21,2021,HOU,OKC,0.373,0.627,0.820156242339482,0.17984375766051797,0.596578121169741,0.403421878830259,OKC,HOU,False
2021-03-21,2021,DEN,NOP,0.377,0.623,0.819411721804148,0.180588278195852,0.598205860902074,0.401794139097926,NOP,DEN,False
2021-03-21,2021,BOS,ORL,0.25,0.75,0.797106651913461,0.20289334808653903,0.5235533259567304,0.4764466740432695,BOS,BOS,True
2021-03-21,2021,BRK,WAS,0.268,0.732,0.830983028135156,0.169016971864844,0.549491514067578,0.450508485932422,BRK,BRK,True
2021-03-21,2021,CLE,TOR,0.753,0.247,0.204230263096693,0.795769736903307,0.4786151315483465,0.5213848684516535,CLE,TOR,False
2021-03-21,2021,DET,CHI,0.56,0.44,0.567665594797443,0.43233440520255695,0.5638327973987216,0.4361672026012785,CHI,DET,False
2021-03-22,2021,CLE,SAC,0.643,0.357,0.348628853871586,0.651371146128414,0.49581442693579303,0.504185573064207,SAC,SAC,True
2021-03-23,2021,ORL,DEN,0.663,0.337,0.324373869737211,0.6756261302627891,0.4936869348686055,0.5063130651313945,DEN,DEN,True
2021-03-23,2021,NYK,WAS,0.474,0.526,0.67218196958532,0.32781803041468005,0.57309098479266,0.42690901520734004,NYK,NYK,True
2021-03-23,2021,NOP,LAL,0.407,0.593,0.612406035875403,0.387593964124597,0.5097030179377015,0.4902969820622985,NOP,NOP,True
2021-03-24,2021,IND,DET,0.344,0.656,0.728277935583487,0.27172206441651303,0.5361389677917434,0.46386103220825653,IND,IND,True
2021-03-24,2021,MIL,BOS,0.368,0.632,0.683927057042012,0.31607294295798805,0.525963528521006,0.474036471478994,MIL,MIL,True
2021-03-24,2021,TOR,DEN,0.462,0.538,0.580383967246546,0.41961603275345405,0.521191983623273,0.47880801637672704,TOR,TOR,True
2021-03-25,2021,SAS,LAC,0.648,0.352,0.384630319207369,0.615369680792631,0.5163151596036846,0.4836848403963155,LAC,SAS,False
2021-03-25,2021,MIA,POR,0.347,0.653,0.476317970460864,0.523682029539136,0.411658985230432,0.588341014769568,POR,POR,True
2021-03-25,2021,NYK,WAS,0.443,0.557,0.721640309208228,0.27835969079177203,0.582320154604114,0.41767984539588604,NYK,NYK,True
2021-03-26,2021,DET,BRK,0.718,0.282,0.361659599170166,0.638340400829834,0.5398297995850829,0.46017020041491696,BRK,DET,False
2021-03-26,2021,TOR,PHO,0.423,0.577,0.533669983701015,0.46633001629898496,0.47833499185050754,0.5216650081494925,PHO,PHO,True
2021-03-26,2021,MIL,BOS,0.416,0.584,0.71579350390747,0.28420649609253,0.565896751953735,0.434103248046265,BOS,MIL,False
2021-03-27,2021,MIN,HOU,0.52,0.48,0.700697741620348,0.29930225837965196,0.6103488708101741,0.389651129189826,HOU,MIN,False
2021-03-27,2021,UTA,MEM,0.247,0.753,0.833131360399781,0.16686863960021903,0.5400656801998904,0.4599343198001095,UTA,UTA,True
2021-03-28,2021,CHO,PHO,0.538,0.462,0.355883263947838,0.644116736052162,0.446941631973919,0.553058368026081,PHO,PHO,True
2021-03-28,2021,TOR,POR,0.404,0.596,0.624324104177593,0.375675895822407,0.5141620520887965,0.4858379479112035,POR,TOR,False
2021-03-29,2021,WAS,IND,0.663,0.337,0.39812507728936,0.60187492271064,0.53056253864468,0.46943746135532005,WAS,WAS,True
2021-03-29,2021,BOS,NOP,0.409,0.591,0.695606811704378,0.304393188295622,0.552303405852189,0.447696594147811,NOP,BOS,False
2021-03-29,2021,BRK,MIN,0.17,0.83,0.83716149883893,0.16283850116107002,0.503580749419465,0.496419250580535,BRK,BRK,True
2021-03-29,2021,NYK,MIA,0.718,0.282,0.438144297793103,0.5618557022068971,0.5780721488965515,0.42192785110344855,MIA,NYK,False
2021-03-30,2021,WAS,CHO,0.644,0.356,0.41293176432232,0.58706823567768,0.52846588216116,0.47153411783884,CHO,WAS,False
2021-03-31,2021,DET,POR,0.656,0.344,0.313939306775146,0.6860606932248541,0.48496965338757303,0.5150303466124271,POR,POR,True
2021-03-31,2021,IND,MIA,0.58,0.42,0.57818307183086,0.42181692816913996,0.5790915359154301,0.42090846408456994,MIA,IND,False
