date,season,home_team,away_team,ESPN_home_wp,ESPN_away_wp,538_home_wp,538_away_wp,model_home_wp,model_away_wp,Outcome,ModelPredOutcome,Accurate?
2021-03-31,2021,BOS,DAL,0.422,0.578,0.616764077906958,0.383235922093042,0.519382038953479,0.480617961046521,DAL,BOS,False
2021-03-31,2021,BRK,HOU,0.17,0.83,0.863787630191107,0.13621236980889295,0.5168938150955535,0.48310618490444646,BRK,BRK,True
2022-03-05,2022,DAL,SAC,0.242,0.758,0.74229403018524,0.25770596981476,0.49214701509262,0.5078529849073801,DAL,SAC,False
2022-03-06,2022,BOS,BRK,0.19,0.81,0.788590925348988,0.211409074651012,0.489295462674494,0.510704537325506,BOS,BRK,False
2022-03-06,2022,MIL,PHO,0.346,0.654,0.605217983880782,0.39478201611921804,0.47560899194039097,0.524391008059609,MIL,PHO,False
2022-03-06,2022,WAS,IND,0.36,0.64,0.57060787932434,0.42939212067566,0.46530393966217,0.53469606033783,WAS,IND,False
2022-03-13,2022,BRK,NYK,0.41,0.59,0.633703096029979,0.366296903970021,0.5218515480149895,0.4781484519850105,BRK,BRK,True
2022-03-13,2022,DET,LAC,0.562,0.438,0.466255322830289,0.533744677169711,0.5141276614151445,0.48587233858485546,LAC,DET,False
2022-03-13,2022,BOS,DAL,0.284,0.716,0.764484952862938,0.23551504713706195,0.524242476431469,0.47575752356853096,DAL,BOS,False
2022-03-13,2022,ORL,PHI,0.657,0.343,0.266174624156078,0.7338253758439219,0.46158731207803905,0.538412687921961,PHI,PHI,True
2022-03-13,2022,ATL,IND,0.159,0.841,0.874485450756462,0.125514549243538,0.516742725378231,0.483257274621769,ATL,ATL,True
2022-03-13,2022,NOP,HOU,0.266,0.734,0.763617292334314,0.23638270766568603,0.514808646167157,0.485191353832843,NOP,NOP,True
2022-03-13,2022,OKC,MEM,0.847,0.153,0.0967027382417471,0.9032972617582529,0.47185136912087355,0.5281486308791264,MEM,MEM,True
2022-03-14,2022,CLE,LAC,0.26,0.74,0.693650367134448,0.30634963286555195,0.47682518356722403,0.523174816432776,CLE,LAC,False
2022-03-14,2022,ATL,POR,0.127,0.873,0.923283453290705,0.07671654670929495,0.5251417266453525,0.4748582733546475,ATL,ATL,True
2022-03-14,2022,PHI,DEN,0.47,0.53,0.634819387907719,0.36518061209228103,0.5524096939538594,0.44759030604614053,DEN,PHI,False
2022-03-15,2022,IND,MEM,0.693,0.307,0.357582520910674,0.642417479089326,0.525291260455337,0.47470873954466297,MEM,IND,False
2022-03-15,2022,ORL,BRK,0.573,0.427,0.312921702809189,0.6870782971908109,0.4429608514045945,0.5570391485954055,BRK,BRK,True
2022-03-15,2022,MIA,DET,0.151,0.849,0.888487717777996,0.11151228222200404,0.519743858888998,0.480256141111002,MIA,MIA,True
2022-03-16,2022,CHO,ATL,0.491,0.509,0.567626253098842,0.43237374690115804,0.529313126549421,0.470686873450579,CHO,CHO,True
2022-03-16,2022,CLE,PHI,0.551,0.449,0.479921502813754,0.520078497186246,0.515460751406877,0.48453924859312303,PHI,CLE,False
2022-03-16,2022,WAS,DEN,0.637,0.363,0.358438163248718,0.641561836751282,0.497719081624359,0.5022809183756409,DEN,DEN,True
2022-03-16,2022,BRK,DAL,0.575,0.425,0.413893742961849,0.586106257038151,0.4944468714809245,0.5055531285190755,DAL,DAL,True
2022-03-16,2022,NYK,POR,0.148,0.852,0.913422459511544,0.086577540488456,0.530711229755772,0.469288770244228,NYK,NYK,True
2022-03-17,2022,ORL,DET,0.397,0.603,0.6226209306143,0.3773790693857,0.50981046530715,0.49018953469285,DET,ORL,False
2022-03-18,2022,PHI,DAL,0.402,0.598,0.612808419146157,0.387191580853843,0.5074042095730785,0.4925957904269215,PHI,PHI,True
2022-03-18,2022,NYK,WAS,0.296,0.704,0.78077503017041,0.21922496982959006,0.538387515085205,0.461612484914795,NYK,NYK,True
2022-03-18,2022,TOR,LAL,0.231,0.769,0.816840740344406,0.183159259655594,0.523920370172203,0.476079629827797,LAL,TOR,False
2022-03-18,2022,ATL,MEM,0.566,0.434,0.522108657069885,0.47789134293011504,0.5440543285349424,0.4559456714650575,ATL,ATL,True
2022-03-18,2022,BRK,POR,0.136,0.864,0.911784360817391,0.088215639182609,0.5238921804086956,0.4761078195913045,BRK,BRK,True
2022-03-18,2022,CLE,DEN,0.588,0.412,0.501891788951618,0.498108211048382,0.544945894475809,0.455054105524191,CLE,CLE,True
2022-03-19,2022,MIN,MIL,0.532,0.468,0.558950757333445,0.441049242666555,0.5454753786667226,0.45452462133327753,MIN,MIN,True
2022-03-19,2022,CHO,DAL,0.418,0.582,0.607863601385125,0.39213639861487504,0.5129318006925625,0.4870681993074375,CHO,CHO,True
2022-03-20,2022,IND,POR,0.298,0.702,0.868620570213375,0.13137942978662498,0.5833102851066875,0.41668971489331247,IND,IND,True
2022-03-20,2022,HOU,MEM,0.745,0.255,0.260114262767686,0.739885737232314,0.5025571313838431,0.497442868616157,MEM,HOU,False
2022-03-20,2022,ATL,NOP,0.346,0.654,0.71506227567747,0.28493772432252995,0.530531137838735,0.469468862161265,NOP,ATL,False
2022-03-20,2022,ORL,OKC,0.287,0.713,0.823699038203392,0.17630096179660804,0.5553495191016959,0.444650480898304,ORL,ORL,True
2022-03-20,2022,SAC,PHO,0.745,0.255,0.350513644264059,0.6494863557359409,0.5477568221320295,0.45224317786797047,PHO,SAC,False
2022-03-20,2022,NYK,UTA,0.509,0.491,0.544359048405833,0.45564095159416695,0.5266795242029165,0.4733204757970835,UTA,NYK,False
2022-03-21,2022,CHO,NOP,0.384,0.616,0.726670877057183,0.27332912294281697,0.5553354385285916,0.4446645614714085,CHO,CHO,True
2022-03-21,2022,CLE,LAL,0.322,0.678,0.756082087361803,0.24391791263819695,0.5390410436809016,0.4609589563190985,LAL,CLE,False
2022-03-21,2022,DET,POR,0.219,0.781,0.931058283272635,0.06894171672736504,0.5750291416363175,0.42497085836368254,POR,DET,False
2022-03-21,2022,PHI,MIA,0.695,0.305,0.471541206778405,0.528458793221595,0.5832706033892024,0.41672939661079744,PHI,PHI,True
2022-03-21,2022,BRK,UTA,0.552,0.448,0.531466489133634,0.46853351086636597,0.541733244566817,0.45826675543318296,BRK,BRK,True
2022-03-22,2022,ORL,GSW,0.624,0.376,0.376492385557304,0.623507614442696,0.500246192778652,0.499753807221348,ORL,ORL,True
2022-03-22,2022,NYK,ATL,0.569,0.431,0.512793355404613,0.487206644595387,0.5408966777023065,0.45910332229769346,ATL,NYK,False
2022-03-23,2022,CHO,NYK,0.311,0.689,0.853314183903492,0.146685816096508,0.582157091951746,0.41784290804825397,NYK,CHO,False
2022-03-23,2022,DET,ATL,0.501,0.499,0.375443099106601,0.624556900893399,0.4382215495533005,0.5617784504466995,DET,ATL,False
2022-03-23,2022,IND,SAC,0.389,0.611,0.660985158172513,0.339014841827487,0.5249925790862565,0.4750074209137435,SAC,IND,False
2022-03-23,2022,BOS,UTA,0.338,0.662,0.690500000878808,0.30949999912119197,0.514250000439404,0.485749999560596,BOS,BOS,True
2022-03-23,2022,MIA,GSW,0.182,0.818,0.87790899839571,0.12209100160428998,0.529954499197855,0.47004550080214497,GSW,MIA,False
2022-03-23,2022,MEM,BRK,0.366,0.634,0.700915235978205,0.29908476402179496,0.5334576179891025,0.4665423820108975,MEM,MEM,True
2022-03-24,2022,TOR,CLE,0.33,0.67,0.718015574419849,0.281984425580151,0.5240077872099245,0.47599221279007553,TOR,TOR,True
2022-03-25,2022,CHO,UTA,0.556,0.444,0.465393406486908,0.5346065935130919,0.5106967032434541,0.48930329675654594,CHO,CHO,True
2022-03-25,2022,DET,WAS,0.265,0.735,0.69169619035323,0.30830380964676996,0.47834809517661503,0.521651904823385,WAS,WAS,True
2022-03-25,2022,ATL,GSW,0.464,0.536,0.644575727443031,0.35542427255696896,0.5542878637215155,0.4457121362784845,ATL,ATL,True
2022-03-26,2022,POR,HOU,0.609,0.391,0.367012163677394,0.632987836322606,0.488006081838697,0.511993918161303,HOU,HOU,True
2022-03-26,2022,NOP,SAS,0.301,0.699,0.754674119223425,0.24532588077657502,0.5278370596117125,0.4721629403882875,SAS,NOP,False
2022-03-26,2022,ORL,SAC,0.426,0.574,0.565517659411723,0.43448234058827695,0.4957588297058615,0.5042411702941385,SAC,SAC,True
2022-03-26,2022,TOR,IND,0.167,0.833,0.85690599557122,0.14309400442877995,0.51195299778561,0.48804700221438996,TOR,TOR,True
2022-03-27,2022,DET,NYK,0.606,0.394,0.393038238081194,0.606961761918806,0.499519119040597,0.500480880959403,NYK,NYK,True
2022-03-27,2022,BOS,MIN,0.311,0.689,0.719787323358162,0.280212676641838,0.515393661679081,0.484606338320919,BOS,BOS,True
2022-03-27,2022,WAS,GSW,0.621,0.379,0.386907675181688,0.613092324818312,0.503953837590844,0.496046162409156,WAS,WAS,True
2022-03-27,2022,PHO,PHI,0.235,0.765,0.669037666878025,0.330962333121975,0.4520188334390125,0.5479811665609875,PHO,PHI,False
2022-03-27,2022,NOP,LAL,0.351,0.649,0.769038266628724,0.230961733371276,0.560019133314362,0.439980866685638,NOP,NOP,True
2022-03-27,2022,BRK,CHO,0.405,0.595,0.638948912089083,0.361051087910917,0.5219744560445415,0.4780255439554585,CHO,BRK,False
2022-03-27,2022,DAL,UTA,0.51,0.49,0.549721203905018,0.450278796094982,0.529860601952509,0.470139398047491,DAL,DAL,True
2022-03-28,2022,CHO,DEN,0.55,0.45,0.536950265849667,0.463049734150333,0.5434751329248335,0.4565248670751665,DEN,CHO,False
2022-03-28,2022,CLE,ORL,0.276,0.724,0.805147429325878,0.19485257067412198,0.540573714662939,0.459426285337061,CLE,CLE,True
2022-03-28,2022,IND,ATL,0.737,0.263,0.302070124493759,0.6979298755062411,0.5195350622468795,0.48046493775312055,ATL,IND,False
2022-03-28,2022,MIA,SAC,0.17,0.83,0.863631425618784,0.13636857438121597,0.516815712809392,0.48318428719060796,MIA,MIA,True
2022-03-28,2022,NYK,CHI,0.363,0.637,0.573856484312232,0.426143515687768,0.468428242156116,0.531571757843884,NYK,CHI,False
2022-03-28,2022,TOR,BOS,0.322,0.678,0.811407729412635,0.18859227058736505,0.5667038647063175,0.43329613529368255,TOR,TOR,True
2022-03-29,2022,PHI,MIL,0.424,0.576,0.672912023203242,0.32708797679675805,0.5484560116016209,0.451543988398379,MIL,PHI,False
2022-03-29,2022,WAS,CHI,0.418,0.582,0.549945517477609,0.450054482522391,0.4839727587388045,0.5160272412611955,CHI,CHI,True
2022-03-29,2022,BRK,DET,0.214,0.786,0.88708319356873,0.11291680643127,0.550541596784365,0.449458403215635,BRK,BRK,True
2022-03-29,2022,DAL,LAL,0.283,0.717,0.854349161355962,0.14565083864403805,0.5686745806779809,0.431325419322019,DAL,DAL,True
2022-03-30,2022,CLE,DAL,0.549,0.451,0.518413578016624,0.481586421983376,0.533706789008312,0.46629321099168797,DAL,CLE,False
2022-03-30,2022,IND,DEN,0.763,0.237,0.396102444193962,0.603897555806038,0.579551222096981,0.420448777903019,DEN,IND,False
2022-03-30,2022,WAS,ORL,0.418,0.582,0.663726702785928,0.33627329721407195,0.540863351392964,0.45913664860703596,WAS,WAS,True
2022-03-30,2022,BOS,MIA,0.256,0.744,0.64065916713,0.35934083286999996,0.448329583565,0.5516704164349999,MIA,MIA,True
2022-03-30,2022,NYK,CHO,0.428,0.572,0.634619898224851,0.365380101775149,0.5313099491124255,0.4686900508875745,CHO,NYK,False
2022-03-30,2022,TOR,MIN,0.424,0.576,0.601006733007242,0.39899326699275794,0.512503366503621,0.48749663349637895,TOR,TOR,True
2022-03-31,2022,DET,PHI,0.72,0.28,0.23002162930903,0.76997837069097,0.475010814654515,0.524989185345485,DET,PHI,False
2022-03-31,2022,BRK,MIL,0.494,0.506,0.532095594237615,0.467904405762385,0.5130477971188074,0.4869522028811925,MIL,BRK,False
2022-03-31,2022,ATL,CLE,0.287,0.713,0.78114752493655,0.21885247506344996,0.534073762468275,0.46592623753172496,ATL,ATL,True
2018-04-01,2018,CHO,PHI,0.547,0.453,,,,,PHI,NA,False
2018-04-01,2018,CHI,WAS,0.641,0.359,,,,,CHI,NA,False
2018-04-01,2018,SAS,HOU,0.537,0.463,,,,,SAS,NA,False
2018-04-01,2018,LAC,IND,0.372,0.628,,,,,IND,NA,False
2018-04-01,2018,ATL,ORL,0.439,0.561,,,,,ATL,NA,False
2018-04-01,2018,BRK,DET,0.501,0.499,,,,,DET,NA,False
2018-04-01,2018,CLE,DAL,0.299,0.701,,,,,CLE,NA,False
2018-04-01,2018,NOP,OKC,0.476,0.524,,,,,OKC,NA,False
2018-04-01,2018,MIN,UTA,0.387,0.613,,,,,UTA,NA,False
2018-04-03,2018,CLE,TOR,0.618,0.382,,,,,CLE,NA,False
2018-04-03,2018,PHI,BRK,0.167,0.833,,,,,PHI,NA,False
2018-04-03,2018,MIA,ATL,0.192,0.808,,,,,MIA,NA,False
2018-04-03,2018,NYK,ORL,0.35,0.65,,,,,ORL,NA,False
2018-04-04,2018,DET,PHI,0.468,0.532,,,,,PHI,NA,False
2018-04-04,2018,ORL,DAL,0.463,0.537,,,,,ORL,NA,False
2018-04-04,2018,ATL,MIA,0.601,0.399,,,,,MIA,NA,False
2018-04-05,2018,IND,GSW,0.645,0.355,,,,,IND,NA,False
2018-04-06,2018,DET,DAL,0.335,0.665,,,,,DET,NA,False
2018-04-06,2018,ORL,CHO,0.555,0.445,,,,,CHO,NA,False
2018-04-06,2018,PHI,CLE,0.288,0.712,,,,,PHI,NA,False
2018-04-06,2018,WAS,ATL,0.201,0.799,,,,,ATL,NA,False
2018-04-06,2018,BOS,CHI,0.126,0.874,,,,,BOS,NA,False
2018-04-06,2018,NYK,MIA,0.515,0.485,,,,,NYK,NA,False
2018-04-06,2018,TOR,IND,0.191,0.809,,,,,TOR,NA,False
2018-04-07,2018,LAC,DEN,0.379,0.621,,,,,DEN,NA,False
2018-04-07,2018,NYK,MIL,0.535,0.465,,,,,MIL,NA,False
2018-04-08,2018,CHO,IND,0.437,0.563,,,,,IND,NA,False
2018-04-08,2018,PHI,DAL,0.217,0.783,,,,,PHI,NA,False
2018-04-08,2018,BOS,ATL,0.126,0.874,,,,,ATL,NA,False
2018-04-08,2018,MEM,DET,0.569,0.431,,,,,MEM,NA,False
2018-04-08,2018,TOR,ORL,0.098,0.902,,,,,TOR,NA,False
2018-04-08,2018,LAL,UTA,0.603,0.397,,,,,UTA,NA,False
2018-04-09,2018,DET,TOR,0.653,0.347,,,,,TOR,NA,False
2018-04-09,2018,BRK,CHI,0.297,0.703,,,,,BRK,NA,False
2018-04-09,2018,MIA,OKC,0.491,0.509,,,,,OKC,NA,False
2018-04-09,2018,NYK,CLE,0.584,0.416,,,,,CLE,NA,False
2018-04-10,2018,IND,CHO,0.359,0.641,,,,,CHO,NA,False
2018-04-10,2018,ATL,PHI,0.69,0.31,,,,,PHI,NA,False
2018-04-14,2018,GSW,SAS,0.49,0.51,,,,,GSW,NA,False
2018-04-14,2018,TOR,WAS,0.194,0.806,,,,,TOR,NA,False
2018-04-15,2018,BOS,MIL,0.24,0.76,,,,,BOS,NA,False
2018-04-15,2018,CLE,IND,0.342,0.658,,,,,IND,NA,False
2018-04-15,2018,OKC,UTA,0.368,0.632,,,,,OKC,NA,False
2018-04-17,2018,TOR,WAS,0.208,0.792,,,,,TOR,NA,False
2018-04-18,2018,CLE,IND,0.338,0.662,,,,,CLE,NA,False
2018-04-19,2018,MIA,PHI,0.501,0.499,,,,,PHI,NA,False
2018-04-20,2018,IND,CLE,0.381,0.619,,,,,IND,NA,False
2018-04-21,2018,MIA,PHI,0.513,0.487,,,,,PHI,NA,False
2018-04-21,2018,NOP,POR,0.385,0.615,,,,,NOP,NA,False
2018-04-21,2018,MIN,HOU,0.559,0.441,,,,,MIN,NA,False
2018-04-22,2018,MIL,BOS,0.494,0.506,,,,,MIL,NA,False
2018-04-22,2018,SAS,GSW,0.512,0.488,,,,,SAS,NA,False
2018-04-22,2018,WAS,TOR,0.533,0.467,,,,,WAS,NA,False
2018-04-24,2018,BOS,MIL,0.249,0.751,,,,,BOS,NA,False
2018-04-25,2018,TOR,WAS,0.222,0.778,,,,,TOR,NA,False
2018-04-25,2018,CLE,IND,0.357,0.643,,,,,CLE,NA,False
2018-04-27,2018,WAS,TOR,0.528,0.472,,,,,TOR,NA,False
2018-04-29,2018,CLE,IND,0.359,0.641,,,,,CLE,NA,False
2018-04-29,2018,HOU,UTA,0.247,0.753,,,,,HOU,NA,False
2019-04-01,2019,IND,DET,0.298,0.702,0.754748449699137,0.24525155030086299,0.5263742248495685,0.47362577515043147,IND,IND,True
2019-04-01,2019,BOS,MIA,0.247,0.753,0.879864089588805,0.12013591041119498,0.5634320447944026,0.4365679552055975,BOS,BOS,True
2019-04-01,2019,BRK,MIL,0.689,0.311,0.752443616132882,0.24755638386711798,0.720721808066441,0.27927819193355896,MIL,BRK,False
2019-04-01,2019,NYK,CHI,0.436,0.564,0.84045417057727,0.15954582942273,0.638227085288635,0.36177291471136497,NYK,NYK,True
2019-04-01,2019,TOR,ORL,0.212,0.788,0.849831202395718,0.15016879760428203,0.530915601197859,0.46908439880214103,TOR,TOR,True
2019-04-03,2019,DET,IND,0.495,0.505,0.517165373655422,0.48283462634457797,0.5060826868277111,0.493917313172289,IND,DET,False
2019-04-03,2019,ORL,NYK,0.181,0.819,0.878818263744051,0.12118173625594897,0.5299091318720255,0.47009086812797446,ORL,ORL,True
2019-04-03,2019,WAS,CHI,0.198,0.802,0.901009927884601,0.09899007211539901,0.5495049639423005,0.4504950360576995,CHI,WAS,False
2019-04-03,2019,ATL,PHI,0.732,0.268,0.349738597632377,0.650261402367623,0.5408692988161885,0.4591307011838115,ATL,ATL,True
2019-04-03,2019,BRK,TOR,0.624,0.376,0.30588831736961,0.69411168263039,0.464944158684805,0.535055841315195,TOR,TOR,True
2019-04-03,2019,MIA,BOS,0.547,0.453,0.274881071662454,0.725118928337546,0.410940535831227,0.589059464168773,BOS,BOS,True
2019-04-05,2019,CHO,TOR,0.652,0.348,0.225348521272412,0.774651478727588,0.438674260636206,0.561325739363794,CHO,TOR,False
2019-04-05,2019,ORL,ATL,0.231,0.769,0.914514474310156,0.08548552568984402,0.572757237155078,0.427242762844922,ORL,ORL,True
2019-04-05,2019,WAS,SAS,0.539,0.461,0.503118821387569,0.496881178612431,0.5210594106937845,0.4789405893062155,SAS,WAS,False
2019-04-06,2019,MIL,BRK,0.145,0.855,0.865785208803437,0.134214791196563,0.5053926044017185,0.4946073955982815,BRK,MIL,False
2019-04-07,2019,TOR,MIA,0.213,0.787,0.899049400185074,0.10095059981492605,0.556024700092537,0.44397529990746304,TOR,TOR,True
2019-04-07,2019,CLE,SAS,0.701,0.299,0.280996197817193,0.719003802182807,0.49099809890859647,0.5090019010914035,SAS,SAS,True
2019-04-07,2019,MIN,OKC,0.514,0.486,0.365223595355204,0.634776404644796,0.439611797677602,0.560388202322398,OKC,OKC,True
2019-04-07,2019,DET,CHO,0.339,0.661,0.747632564922687,0.25236743507731296,0.5433162824613436,0.4566837175386565,CHO,DET,False
2019-04-07,2019,IND,BRK,0.243,0.757,0.755291922353688,0.24470807764631197,0.499145961176844,0.5008540388231559,BRK,BRK,True
2019-04-07,2019,MEM,DAL,0.437,0.563,0.299147486239672,0.700852513760328,0.368073743119836,0.631926256880164,DAL,DAL,True
2019-04-07,2019,HOU,PHO,0.078,0.922,0.983623257404437,0.016376742595562988,0.5308116287022185,0.4691883712977815,HOU,HOU,True
2019-04-07,2019,MIL,ATL,0.0649999999999999,0.935,0.948315643554855,0.05168435644514502,0.5066578217774275,0.49334217822257254,MIL,MIL,True
2019-04-07,2019,BOS,ORL,0.231,0.769,0.807894997265616,0.19210500273438402,0.519447498632808,0.480552501367192,ORL,BOS,False
2019-04-07,2019,NYK,WAS,0.59,0.41,0.401061320057789,0.598938679942211,0.49553066002889445,0.5044693399711054,NYK,WAS,False
2019-04-09,2019,CLE,CHO,0.633,0.367,0.379292390418493,0.620707609581507,0.5061461952092465,0.49385380479075347,CHO,CLE,False
2019-04-09,2019,DET,MEM,0.325,0.675,0.890602898235208,0.109397101764792,0.607801449117604,0.392198550882396,DET,DET,True
2019-04-09,2019,WAS,BOS,0.627,0.373,0.772271794294673,0.22772820570532704,0.6996358971473364,0.3003641028526635,BOS,WAS,False
2019-04-09,2019,MIA,PHI,0.529,0.471,0.437200975958464,0.5627990240415359,0.483100487979232,0.516899512020768,MIA,PHI,False
2019-04-13,2019,PHI,BRK,0.51,0.49,0.830264104662973,0.16973589533702704,0.6701320523314864,0.3298679476685135,BRK,PHI,False
2019-04-13,2019,TOR,ORL,0.49,0.51,0.872172723286639,0.12782727671336103,0.6810863616433195,0.3189136383566805,ORL,TOR,False
2019-04-14,2019,BOS,IND,0.51,0.49,0.749943583555054,0.25005641644494603,0.6299717917775269,0.370028208222473,BOS,BOS,True
2019-04-14,2019,POR,OKC,0.358,0.642,0.499784154957677,0.5002158450423231,0.4288920774788385,0.5711079225211615,POR,OKC,False
2019-04-14,2019,MIL,DET,0.145,0.855,0.905775782137512,0.09422421786248802,0.5253878910687559,0.474612108931244,MIL,MIL,True
2019-04-17,2019,BOS,IND,0.304,0.696,0.730161577102093,0.26983842289790705,0.5170807885510464,0.4829192114489535,BOS,BOS,True
2019-04-19,2019,ORL,TOR,0.582,0.418,0.286780663836871,0.7132193361631289,0.43439033191843546,0.5656096680815644,TOR,TOR,True
2019-04-20,2019,BRK,PHI,0.489,0.511,0.38417485920824,0.61582514079176,0.43658742960412,0.56341257039588,PHI,PHI,True
2019-04-20,2019,SAS,DEN,0.412,0.588,0.464001095822455,0.535998904177545,0.4380005479112275,0.5619994520887726,DEN,DEN,True
2019-04-21,2019,IND,BOS,0.418,0.582,0.491119204932713,0.508880795067287,0.4545596024663565,0.5454403975336435,BOS,BOS,True
2019-04-21,2019,LAC,GSW,0.579,0.421,0.225894156967409,0.774105843032591,0.4024470784837045,0.5975529215162955,GSW,GSW,True
2019-04-21,2019,ORL,TOR,0.584,0.416,0.291843758466744,0.7081562415332561,0.437921879233372,0.562078120766628,TOR,TOR,True
2019-04-23,2019,TOR,ORL,0.179,0.821,0.881371323124729,0.11862867687527101,0.5301856615623645,0.4698143384376355,TOR,TOR,True
2019-04-27,2019,TOR,PHI,0.265,0.735,0.745396940651579,0.254603059348421,0.5051984703257895,0.4948015296742105,TOR,TOR,True
2019-04-28,2019,MIL,BOS,0.272,0.728,0.768586561848513,0.23141343815148696,0.5202932809242565,0.47970671907574347,BOS,MIL,False
2019-04-28,2019,GSW,HOU,0.335,0.665,0.667437288438764,0.33256271156123596,0.501218644219382,0.498781355780618,GSW,GSW,True
2021-04-01,2021,CLE,PHI,0.79,0.21,0.183133593766539,0.816866406233461,0.48656679688326954,0.5134332031167305,PHI,PHI,True
2021-04-01,2021,DET,WAS,0.528,0.472,0.514621597763809,0.485378402236191,0.5213107988819046,0.4786892011180955,DET,DET,True
2021-04-01,2021,BRK,CHO,0.459,0.541,0.57364295673034,0.42635704326965995,0.5163214783651701,0.48367852163483,BRK,BRK,True
2021-04-02,2021,TOR,GSW,0.337,0.663,0.69429356337591,0.30570643662409,0.515646781687955,0.48435321831204503,TOR,TOR,True
2021-04-02,2021,BOS,HOU,0.212,0.788,0.84508491021933,0.15491508978067003,0.528542455109665,0.47145754489033503,BOS,BOS,True
2021-04-02,2021,NYK,DAL,0.691,0.309,0.3477514163588,0.6522485836412,0.5193757081793999,0.48062429182059996,DAL,NYK,False
2021-04-03,2021,WAS,DAL,0.615,0.385,0.340544893989596,0.659455106010404,0.477772446994798,0.5222275530052021,DAL,DAL,True
2021-04-04,2021,CHI,BRK,0.605,0.395,0.506204503692912,0.49379549630708797,0.5556022518464561,0.444397748153544,CHI,CHI,True
2021-04-04,2021,LAC,LAL,0.406,0.594,0.687129072727179,0.31287092727282095,0.5465645363635896,0.45343546363641046,LAC,LAC,True
2021-04-04,2021,BOS,CHO,0.341,0.659,0.785565025600841,0.21443497439915904,0.5632825128004205,0.43671748719957953,BOS,BOS,True
2021-04-04,2021,PHI,MEM,0.345,0.655,0.633920651354205,0.36607934864579506,0.48946032567710246,0.5105396743228976,MEM,MEM,True
2021-04-04,2021,ATL,GSW,0.504,0.496,0.725952599269976,0.274047400730024,0.614976299634988,0.385023700365012,ATL,ATL,True
2021-04-05,2021,TOR,WAS,0.358,0.642,0.522533105950583,0.477466894049417,0.4402665529752915,0.5597334470247085,TOR,WAS,False
2021-04-05,2021,BRK,NYK,0.265,0.735,0.652027543537545,0.347972456462455,0.4585137717687725,0.5414862282312275,BRK,NYK,False
2021-04-05,2021,DAL,UTA,0.623,0.377,0.462043410834643,0.537956589165357,0.5425217054173215,0.4574782945826785,DAL,DAL,True
2021-04-05,2021,MIN,SAC,0.643,0.357,0.492811450643127,0.5071885493568731,0.5679057253215635,0.43209427467843653,MIN,MIN,True
2021-04-05,2021,OKC,DET,0.486,0.514,0.390664500900002,0.609335499099998,0.438332250450001,0.561667749549999,DET,DET,True
2021-04-05,2021,SAS,CLE,0.281,0.719,0.852396317976375,0.14760368202362495,0.5666981589881875,0.43330184101181246,CLE,SAS,False
2021-04-06,2021,IND,CHI,0.426,0.574,0.683187873477968,0.31681212652203194,0.554593936738984,0.44540606326101595,CHI,IND,False
2021-04-06,2021,ATL,NOP,0.54,0.46,0.696136111271596,0.303863888728404,0.618068055635798,0.38193194436420197,ATL,ATL,True
2021-04-06,2021,BOS,PHI,0.505,0.495,0.616774864003421,0.38322513599657904,0.5608874320017105,0.4391125679982895,PHI,BOS,False
2021-04-06,2021,TOR,LAL,0.492,0.508,0.338914714772011,0.6610852852279889,0.41545735738600553,0.5845426426139945,LAL,LAL,True
2021-04-07,2021,IND,MIN,0.273,0.727,0.636015154374043,0.363984845625957,0.4545075771870215,0.5454924228129785,IND,MIN,False
2021-04-07,2021,ORL,WAS,0.607,0.393,0.571683220731251,0.428316779268749,0.5893416103656255,0.4106583896343745,WAS,ORL,False
2021-04-07,2021,BOS,NYK,0.284,0.716,0.690567815228296,0.309432184771704,0.48728390761414797,0.512716092385852,BOS,NYK,False
2021-04-07,2021,BRK,NOP,0.411,0.589,0.702978032268327,0.297021967731673,0.5569890161341635,0.4430109838658365,BRK,BRK,True
2021-04-08,2021,MIA,LAL,0.295,0.705,0.685851573169263,0.31414842683073696,0.49042578658463154,0.5095742134153685,MIA,LAL,False
2021-04-08,2021,TOR,CHI,0.526,0.474,0.444095457677936,0.555904542322064,0.485047728838968,0.5149522711610319,CHI,CHI,True
2021-04-09,2021,ORL,IND,0.629,0.371,0.474050745130812,0.525949254869188,0.551525372565406,0.448474627434594,IND,ORL,False
2021-04-09,2021,BOS,MIN,0.19,0.81,0.818925363284188,0.18107463671581203,0.504462681642094,0.49553731835790604,BOS,BOS,True
2021-04-09,2021,NYK,MEM,0.569,0.431,0.493925334046475,0.506074665953525,0.5314626670232374,0.4685373329767625,NYK,NYK,True
2021-04-10,2021,CLE,TOR,0.61,0.39,0.555632573921797,0.444367426078203,0.5828162869608985,0.4171837130391015,TOR,CLE,False
2021-04-11,2021,CHO,ATL,0.43,0.57,0.548301156007671,0.45169884399232896,0.48915057800383555,0.5108494219961645,ATL,ATL,True
2021-04-11,2021,DEN,BOS,0.41,0.59,0.80731790994323,0.19268209005676995,0.608658954971615,0.39134104502838496,BOS,DEN,False
2021-04-11,2021,CLE,NOP,0.623,0.377,0.265200935690023,0.734799064309977,0.4441004678450115,0.5558995321549884,NOP,NOP,True
2021-04-11,2021,ORL,MIL,0.749,0.251,0.337081387993759,0.662918612006241,0.5430406939968795,0.4569593060031205,MIL,ORL,False
